# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Langdebeve        | Battle Knife      |
Hand Axe          |Sabre Mace        | Langdebeve        |
Hand Axe          |Footman's Mace 2H | Langdebeve        |
Hand Axe          |Gloomwing         | Sabre Mace        |
Hand Axe          |Mjolnir           | Footman's Mace 2H |
Hand Axe          |Griever           | Gloomwing         |
Hand Axe          |Destroyer         | Mjolnir           |
Hand Axe          |Hand of Light     | Hand Axe          |
Battle Axe        |Langdebeve        | Spear             |
Battle Axe        |Sabre Mace        | Scramasax         |
Battle Axe        |Footman's Mace 2H | Sabre Mace        |
Battle Axe        |Gloomwing         | Sabre Mace        |
Battle Axe        |Mjolnir           | Sabre Mace        |
Battle Axe        |Griever           | Footman's Mace 2H |
Battle Axe        |Destroyer         | Gloomwing         |
Battle Axe        |Hand of Light     | Battle Axe        |
Francisca         |Langdebeve        | Gastraph Bow      |
Francisca         |Sabre Mace        | Glaive            |
Francisca         |Footman's Mace 2H | Dirk              |
Francisca         |Gloomwing         | Footman's Mace 2H |
Francisca         |Mjolnir           | Footman's Mace 2H |
Francisca         |Griever           | Footman's Mace 2H |
Francisca         |Destroyer         | Gloomwing         |
Francisca         |Hand of Light     | Francisca         |
Tabarzin          |Langdebeve        | Battle Axe        |
Tabarzin          |Sabre Mace        | Gastraph Bow      |
Tabarzin          |Footman's Mace 2H | Scorpion          |
Tabarzin          |Gloomwing         | Throwing Knife    |
Tabarzin          |Mjolnir           | Gloomwing         |
Tabarzin          |Griever           | Gloomwing         |
Tabarzin          |Destroyer         | Gloomwing         |
Tabarzin          |Hand of Light     | Tabarzin          |
Chamkaq           |Langdebeve        | Francisca         |
Chamkaq           |Sabre Mace        | Battle Axe        |
Chamkaq           |Footman's Mace 2H | Target Bow        |
Chamkaq           |Gloomwing         | Corcesca          |
Chamkaq           |Mjolnir           | Kudi              |
Chamkaq           |Griever           | Mjolnir           |
Chamkaq           |Destroyer         | Mjolnir           |
Chamkaq           |Hand of Light     | Chamkaq           |
Tabar             |Langdebeve        | Tabarzin          |
Tabar             |Sabre Mace        | Francisca         |
Tabar             |Footman's Mace 2H | Francisca         |
Tabar             |Gloomwing         | Windlass          |
Tabar             |Mjolnir           | Trident           |
Tabar             |Griever           | Cinquedea         |
Tabar             |Destroyer         | Griever           |
Tabar             |Hand of Light     | Tabar             |
Bullova           |Langdebeve        | Chamkaq           |
Bullova           |Sabre Mace        | Tabarzin          |
Bullova           |Footman's Mace 2H | Francisca         |
Bullova           |Gloomwing         | Tabarzin          |
Bullova           |Mjolnir           | Cranequin         |
Bullova           |Griever           | Awl Pike          |
Bullova           |Destroyer         | Kris              |
Bullova           |Hand of Light     | Bullova           |
Crescent          |Langdebeve        | Tabar             |
Crescent          |Sabre Mace        | Chamkaq           |
Crescent          |Footman's Mace 2H | Tabarzin          |
Crescent          |Gloomwing         | Tabarzin          |
Crescent          |Mjolnir           | Chamkaq           |
Crescent          |Griever           | Lug Crossbow      |
Crescent          |Destroyer         | Boar Spear        |
Crescent          |Hand of Light     | Crescent          |

--Axe + Polearm
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Spear             | Spear             |
Hand Axe          |Glaive            | Spear             |
Hand Axe          |Scorpion          | Spear             |
Hand Axe          |Corcesca          | Spear             |
Hand Axe          |Trident           | Spear             | Glaive
Hand Axe          |Awl Pike          | Spear             | Scorpion
Hand Axe          |Boar Spear        | Spear             | Corcesca
Hand Axe          |Fauchard          | Spear             | Trident
Hand Axe          |Voulge            | Spear             | Awl Pike
Hand Axe          |Pole Axe          | Spear             | Boar Spear
Hand Axe          |Bardysh           | Spear             | Fauchard
Hand Axe          |Brandestoc        | Spear             | Voulge
Battle Axe        |Spear             | Battle Knife      |
Battle Axe        |Glaive            | Gastraph Bow      |
Battle Axe        |Scorpion          | Spatha            |
Battle Axe        |Corcesca          | Glaive            |
Battle Axe        |Trident           | Glaive            |
Battle Axe        |Awl Pike          | Glaive            |
Battle Axe        |Boar Spear        | Glaive            | Scorpion
Battle Axe        |Fauchard          | Glaive            | Corcesca
Battle Axe        |Voulge            | Glaive            | Trident
Battle Axe        |Pole Axe          | Glaive            | Awl Pike
Battle Axe        |Bardysh           | Glaive            | Boar Spear
Battle Axe        |Brandestoc        | Glaive            | Fauchard
Francisca         |Spear             | Hand Axe          |
Francisca         |Glaive            | Hand Axe          |
Francisca         |Scorpion          | Scramasax         |
Francisca         |Corcesca          | Light Crossbow    |
Francisca         |Trident           | Scimitar          |
Francisca         |Awl Pike          | Scorpion          |
Francisca         |Boar Spear        | Scorpion          |
Francisca         |Fauchard          | Scorpion          |
Francisca         |Voulge            | Scorpion          | Corcesca
Francisca         |Pole Axe          | Scorpion          | Trident
Francisca         |Bardysh           | Scorpion          | Awl Pike
Francisca         |Brandestoc        | Scorpion          | Boar Spear
Tabarzin          |Spear             | Battle Axe        |
Tabarzin          |Glaive            | Battle Axe        |
Tabarzin          |Scorpion          | Battle Axe        |
Tabarzin          |Corcesca          | Battle Axe        |
Tabarzin          |Trident           | Dirk              |
Tabarzin          |Awl Pike          | Target Bow        |
Tabarzin          |Boar Spear        | Rapier            |
Tabarzin          |Fauchard          | Corcesca          |
Tabarzin          |Voulge            | Corcesca          |
Tabarzin          |Pole Axe          | Corcesca          | Trident
Tabarzin          |Bardysh           | Corcesca          | Trident
Tabarzin          |Brandestoc        | Corcesca          | Awl Pike
Chamkaq           |Spear             | Francisca         |
Chamkaq           |Glaive            | Francisca         |
Chamkaq           |Scorpion          | Battle Axe        |
Chamkaq           |Corcesca          | Battle Axe        |
Chamkaq           |Trident           | Francisca         |
Chamkaq           |Awl Pike          | Francisca         |
Chamkaq           |Boar Spear        | Throwing Knife    |
Chamkaq           |Fauchard          | Windlass          |
Chamkaq           |Voulge            | Short Sword       |
Chamkaq           |Pole Axe          | Trident           |
Chamkaq           |Bardysh           | Trident           |
Chamkaq           |Brandestoc        | Trident           |
Tabar             |Spear             | Tabarzin          |
Tabar             |Glaive            | Tabarzin          |
Tabar             |Scorpion          | Francisca         |
Tabar             |Corcesca          | Francisca         |
Tabar             |Trident           | Francisca         |
Tabar             |Awl Pike          | Francisca         |
Tabar             |Boar Spear        | Tabarzin          |
Tabar             |Fauchard          | Tabarzin          |
Tabar             |Voulge            | Kudi              |
Tabar             |Pole Axe          | Cranequin         |
Tabar             |Bardysh           | Firangi           |
Tabar             |Brandestoc        | Awl Pike          |
Bullova           |Spear             | Chamkaq           |
Bullova           |Glaive            | Chamkaq           |
Bullova           |Scorpion          | Tabarzin          |
Bullova           |Corcesca          | Tabarzin          |
Bullova           |Trident           | Francisca         |
Bullova           |Awl Pike          | Francisca         |
Bullova           |Boar Spear        | Tabarzin          |
Bullova           |Fauchard          | Tabarzin          |
Bullova           |Voulge            | Chamkaq           |
Bullova           |Pole Axe          | Chamkaq           |
Bullova           |Bardysh           | Cinquedea         |
Bullova           |Brandestoc        | Lug Crossbow      |
Crescent          |Spear             | Tabar             |
Crescent          |Glaive            | Chamkaq           |
Crescent          |Scorpion          | Chamkaq           |
Crescent          |Corcesca          | Tabarzin          |
Crescent          |Trident           | Tabarzin          |
Crescent          |Awl Pike          | Francisca         |
Crescent          |Boar Spear        | Tabarzin          |
Crescent          |Fauchard          | Tabarzin          |
Crescent          |Voulge            | Chamkaq           |
Crescent          |Pole Axe          | Chamkaq           |
Crescent          |Bardysh           | Tabar             |
Crescent          |Brandestoc        | Tabar             |

--Axe + Crossbow
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Hand Axe          |Gastraph Bow      | Broad Sword       |
